id,url,fullText,clean_txt,label,gemma_4-31B_pred,naive_bayes_pred,gemma_4-31B_pred_label,naive_bayes_pred_label
1.18e+18,https://x.com/elonmusk/status/1176588054670323713,@HarryStoltz1 @justpaulinelol @Teslarati Turbo Pascal,Turbo Pascal,1,1,0,neutral,negative
1.77e+18,https://x.com/elonmusk/status/1773856964746805687,"@KettlebellDan People trash me all day. It’s fine. 

Mark Cuban is a 😢 baby.",People trash me all day. It's fine. Mark Cuban is a baby.,0,0,2,negative,positive
1.55e+18,https://x.com/elonmusk/status/1547761081841397762,"@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.","Enabling engines to take the heat without shrouds might save over 10 tons, all things considered. Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb. Booster is purging all 33 engine shrouds in flight to prevent this.",1,1,0,neutral,negative
9.52e+17,https://x.com/elonmusk/status/952049059291803648,@DanielleFong @YoungTreeGrower @TylerDoor @ID_AA_Carmack There aren’t even good normal parties in Silicon Valley!,There aren't even good normal parties in Silicon Valley!,0,0,2,negative,positive
9e+17,https://x.com/elonmusk/status/900376843210981376,"@KonstDubbed Yeah. It's kinda disgusting, but my boys and I love it :)","Yeah. It's kinda disgusting, but my boys and I love it :)",2,2,0,positive,negative
1.88e+18,https://x.com/elonmusk/status/1879534990297575474,@stillgray They’re running out of room to imprison people for social media posting,They're running out of room to imprison people for social media posting,0,0,1,negative,neutral
1.61e+18,https://x.com/elonmusk/status/1606491128127451136,@tobi You can also now play all Steam games on the latest Model S/X cars,You can also now play all Steam games on the latest Model S/X cars,2,2,1,positive,neutral
1.51e+18,https://x.com/elonmusk/status/1512944276983975936,Weather is fake. I seen Truman Show!,Weather is fake. I seen Truman Show!,1,0,1,negative,neutral
1.69e+18,https://x.com/elonmusk/status/1687520435825745920,"The New York Times actually has the nerve to support calls for genocide! If ever there was a time to cancel that publication, it is now.

You can read their articles for free anyway using https://t.co/2NjvMTsWmj. https://t.co/ow11wxw7Ny","The New York Times actually has the nerve to support calls for genocide! If ever there was a time to cancel that publication, it is now. You can read their articles for free anyway using",0,0,1,negative,neutral
1.76e+18,https://x.com/elonmusk/status/1761176276621254807,"Meta Staff Found Instagram Tool Enabled Child Exploitation. The Company Pressed Ahead Anyway.

And yet @Disney spends billions on advertising with Meta … https://t.co/a8TDWMnYNH",Meta Staff Found Instagram Tool Enabled Child Exploitation. The Company Pressed Ahead Anyway. And yet spends billions on advertising with Meta …,0,0,2,negative,positive
9.59e+17,https://x.com/elonmusk/status/959482581451329536,"@TheTeslaShow Early access build and especially Dev build are feature-rich, but the features aren’t reliable enough yet","Early access build and especially Dev build are feature-rich, but the features aren't reliable enough yet",1,1,0,neutral,negative
1.87e+18,https://x.com/elonmusk/status/1870910663700390365,"I’d like to propose that Congress pass a “Save the Bureaucracy” bill, based on the premise that any given bill will do the opposite of its name 🤣🤣","I'd like to propose that Congress pass a ""Save the Bureaucracy"" bill, based on the premise that any given bill will do the opposite of its name",0,0,1,negative,neutral
1.49e+18,https://x.com/elonmusk/status/1488889793048195082,@MinimalDuck @Tesla @Gfilche @WholeMarsBlog Tunnels …,Tunnels …,1,1,0,neutral,negative
1.76e+18,https://x.com/elonmusk/status/1760323775768453481,"@RichardHanania Yeah, the legacy media is obsessed","Yeah, the legacy media is obsessed",0,0,2,negative,positive
1.01e+18,https://x.com/elonmusk/status/1008124944289370113,"@michaelshermer Direct democracy by the people. Laws must be short, as there is trickery in length. Automatic expiration of rules to prevent death by bureaucracy. Any rule can be removed by 40% of people to overcome inertia. Freedom.","Direct democracy by the people. Laws must be short, as there is trickery in length. Automatic expiration of rules to prevent death by bureaucracy. Any rule can be removed by 40% of people to overcome inertia. Freedom.",1,2,1,positive,neutral
1.83e+18,https://x.com/elonmusk/status/1833879567838453782,"If you want to know more about the content of a post, just highlight and ask Grok!","If you want to know more about the content of a post, just highlight and ask Grok!",2,2,1,positive,neutral
1.72e+18,https://x.com/elonmusk/status/1717989656485105994,Maybe time’s just a construct of human perception. An illusion created by … https://t.co/iiDxRoPJwv,Maybe time's just a construct of human perception. An illusion created by …,1,1,2,neutral,positive
1.65e+18,https://x.com/elonmusk/status/1645272482885128192,"@TRHLofficial This is a controversial take, but I think it’s time we let women vote","This is a controversial take, but I think it's time we let women vote",1,0,1,negative,neutral
1.32e+18,https://x.com/elonmusk/status/1323639506436825092,"@vincent13031925 @JonErlichman I put in my last money, even though I thought we would still fail. But, it was either that or certain death for Tesla. Extremely difficult to raise money for an electric car startup (considered super quirky back then), while stalwarts like GM &amp; Chrysler were going bankrupt.","I put in my last money, even though I thought we would still fail. But, it was either that or certain death for Tesla. Extremely difficult to raise money for an electric car startup (considered super quirky back then), while stalwarts like GM & Chrysler were going bankrupt.",1,1,0,neutral,negative
1.76e+18,https://x.com/elonmusk/status/1761920119645818918,The main way legacy media lies is by controlling the narrative,The main way legacy media lies is by controlling the narrative,0,0,1,negative,neutral
1.7e+18,https://x.com/elonmusk/status/1703327746955551060,@BillMelugin_ @firehawkphoto The Joker is winning in real life in our cities in America,The Joker is winning in real life in our cities in America,0,0,2,negative,positive
1.86e+18,https://x.com/elonmusk/status/1864849107585560726,@alx He’s a tough negotiator 😂,He's a tough negotiator,1,1,0,neutral,negative
1.73e+18,https://x.com/elonmusk/status/1733237507431526635,@alifarhat79 I am told that there is no evidence that he ever visited the island,I am told that there is no evidence that he ever visited the island,1,1,0,neutral,negative
1.87e+18,https://x.com/elonmusk/status/1865880047912985087,@MikeBenzCyber The sheer magnitude and breadth of the scams in government are mind-blowing,The sheer magnitude and breadth of the scams in government are mind-blowing,0,0,1,negative,neutral
1.84e+18,https://x.com/elonmusk/status/1839931278340010214,From many countries,From many countries,1,1,0,neutral,negative
1.76e+18,https://x.com/elonmusk/status/1755264018145804689,"If I had a dollar for every time the media reported that one of my companies was going to die, I would never need to raise money!","If I had a dollar for every time the media reported that one of my companies was going to die, I would never need to raise money!",0,2,0,positive,negative
1.89e+18,https://x.com/elonmusk/status/1886697613644218435,"@unusual_whales Should be called the “Shady Business Administration”. 

Only 8% of loans are paid back!","Should be called the ""Shady Business Administration"". Only 8% of loans are paid back!",0,0,1,negative,neutral
1.89e+18,https://x.com/elonmusk/status/1892615780119748881,@AdamLowisz @DefiyantlyFree There must be some solution that is not constant daily death of Ukrainian men in trenches,There must be some solution that is not constant daily death of Ukrainian men in trenches,0,0,2,negative,positive
1.57e+18,https://x.com/elonmusk/status/1567192288442388481,@garyblack00 Read the actual ruling. We had zero to do with David Sack’s response. Zero.,Read the actual ruling. We had zero to do with David Sack's response. Zero.,1,0,2,negative,positive
1.41e+18,https://x.com/elonmusk/status/1413739988399833091,@edisoneom @richardbranson @StephenAtHome @thegreatkhalid @Cmdr_Hadfield @kelliegerardi @virgingalactic Only ever have,Only ever have,1,1,2,neutral,positive
1.89e+18,https://x.com/elonmusk/status/1889262650502123630,@stillgray But really how did she?,But really how did she?,1,1,0,neutral,negative
1.85e+18,https://x.com/elonmusk/status/1852362688325656884,Women are exceeding men in academia,Women are exceeding men in academia,2,1,2,neutral,positive
1.86e+18,https://x.com/elonmusk/status/1860040571626340764,"The most entertaining outcome, especially if ironic, is most likely 😂","The most entertaining outcome, especially if ironic, is most likely",1,1,2,neutral,positive
1.66e+18,https://x.com/elonmusk/status/1655130145445879808,"@marenkahnert I’d just to see a picture of this mine. Like, where is it exactly!?","I'd just to see a picture of this mine. Like, where is it exactly!?",1,1,2,neutral,positive
3.21e+17,https://x.com/elonmusk/status/321409229565075456,@ryanjoyce88 We went through literally hundreds of variants of red trying to find something original that didn't suck.,We went through literally hundreds of variants of red trying to find something original that didn't suck.,1,1,0,neutral,negative
1.89e+18,https://x.com/elonmusk/status/1888036647972774014,Exactly. Total madness!,Exactly. Total madness!,0,0,1,negative,neutral
1.82e+18,https://x.com/elonmusk/status/1819548856910012724,@hoovlet Detailed explanation,Detailed explanation,1,1,2,neutral,positive
1.66e+18,https://x.com/elonmusk/status/1657576561288138752,"Poetry with quill 🪶 
Written on rose 🌹 
With my blood 🩸",Poetry with quill 🪶 Written on rose With my blood 🩸,1,0,1,negative,neutral
1.64e+18,https://x.com/elonmusk/status/1641712856897839110,@nichegamer Really that good?,Really that good?,1,1,2,neutral,positive
1.89e+18,https://x.com/elonmusk/status/1894417769707573618,"I will do whatever I can.

There are limitations place upon me.",I will do whatever I can. There are limitations place upon me.,1,1,2,neutral,positive
1.84e+18,https://x.com/elonmusk/status/1844435192884416611,Google is controlled by far left activists,Google is controlled by far left activists,0,0,1,negative,neutral
1.62e+18,https://x.com/elonmusk/status/1618306035340709888,"@BretWeinstein Several aspects of For You recommendations were fixed last night. Team and were in the office past midnight.

You should see improvements, but we are continuing to monitor.","Several aspects of For You recommendations were fixed last night. Team and were in the office past midnight. You should see improvements, but we are continuing to monitor.",2,2,0,positive,negative
1.85e+18,https://x.com/elonmusk/status/1848127009375113386,"If America falls, nothing else matters","If America falls, nothing else matters",0,0,1,negative,neutral
1.9e+18,https://x.com/elonmusk/status/1895257766815768940,@EricLDaugh Something fishy is going on,Something fishy is going on,0,0,1,negative,neutral
1.83e+18,https://x.com/elonmusk/status/1833326667072475252,Paging @PETA … 👋,Paging …,1,1,0,neutral,negative
1.83e+18,https://x.com/elonmusk/status/1833345969074933963,@pmarca Removing the immense number of pointless regulations and shifting investment to the private sector is the key,Removing the immense number of pointless regulations and shifting investment to the private sector is the key,2,2,1,positive,neutral
1.4e+18,https://x.com/elonmusk/status/1404330986951766021,@DELTA_V @spacex360 So much more is needed for life to become multiplanetary,So much more is needed for life to become multiplanetary,1,1,2,neutral,positive
1.62e+18,https://x.com/elonmusk/status/1616570445226180623,@ezralevant Power to the people!,Power to the people!,2,2,1,positive,neutral
1.68e+18,https://x.com/elonmusk/status/1677356061546749957,"@shellenberger With the exception of this platform, large social media companies gladly engage in heavy censorship","With the exception of this platform, large social media companies gladly engage in heavy censorship",0,0,1,negative,neutral
1.65e+18,https://x.com/elonmusk/status/1645116142791393283,Tesla opening Megapack factory in Shanghai to supplement output of Megapack factory in California,Tesla opening Megapack factory in Shanghai to supplement output of Megapack factory in California,2,1,2,neutral,positive
1.65e+18,https://x.com/elonmusk/status/1653567634657656832,@Damadeferroofic These guys? https://t.co/qLxjXDObGH,These guys?,1,1,2,neutral,positive
1.85e+18,https://x.com/elonmusk/status/1853951035326562527,"Hear all sides of an issue on this platform, corrected further by the fully open source @CommunityNotes!","Hear all sides of an issue on this platform, corrected further by the fully open source !",2,2,1,positive,neutral
1.8e+18,https://x.com/elonmusk/status/1797286297960165863,I love monuments to hubris,I love monuments to hubris,2,0,2,negative,positive
1.87e+18,https://x.com/elonmusk/status/1873188759526887447,"SpaceX launch underway 
 https://t.co/8JxXqiJho2",SpaceX launch underway,1,1,2,neutral,positive
1.57e+18,https://x.com/elonmusk/status/1571154307759603718,to help mend the fault in our stars,to help mend the fault in our stars,1,2,0,positive,negative
1.61e+18,https://x.com/elonmusk/status/1606290057890889729,@shethssahil1 @TheSonOfWalkley @Twitter Spaces should automatically ask the host if they’d like to save it,Spaces should automatically ask the host if they'd like to save it,1,1,0,neutral,negative
1.79e+18,https://x.com/elonmusk/status/1787516961074930002,"@EndWokeness @camhigby Wow, she is proudly racist!!","Wow, she is proudly racist!!",0,0,2,negative,positive
1.61e+18,https://x.com/elonmusk/status/1614119750627459074,"The higher the rates, the harder the fall","The higher the rates, the harder the fall",0,0,2,negative,positive
1.38e+18,https://x.com/elonmusk/status/1375909123246686212,"@summerlinARK It’s not really possible to match the human brain in 2021 for any amount of money imo, but it will be possible probably in a few years","It's not really possible to match the human brain in 2021 for any amount of money imo, but it will be possible probably in a few years",1,1,0,neutral,negative
1.5e+18,https://x.com/elonmusk/status/1503831484523819011,"Thank you for the offer, but such excellent training would give me too much of an advantage. 

If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed.

Elona","Thank you for the offer, but such excellent training would give me too much of an advantage. If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed. Elona",2,1,0,neutral,negative
1.21e+18,https://x.com/elonmusk/status/1205676667705757696,@bluemoondance74 @ThugsAndMiracle @tfspeakcies @DearHistorians @DeepintoHistory @HellenisticPod @TrueConsPod @IWBpodcast @Coffincast @CacheHistory @AgeofVictoria @ForYourRefPod @WWIIPodcast @namelessdeadpod @ZombieFishbowl @AgeofNapoleon Raptor is making great progress! Just finished an engineering review with SpaceX Propulsion. Engine SN 17 is about to ship to McGregor with some holiday style 🎄😀 https://t.co/3JNIyxY9H0,Raptor is making great progress! Just finished an engineering review with SpaceX Propulsion. Engine SN 17 is about to ship to McGregor with some holiday style,2,2,1,positive,neutral
1.42e+18,https://x.com/elonmusk/status/1423682460748066818,"@WholeMarsBlog @NASASpaceflight @BBCAmos There is a reason no fully reusable orbital rocket has been built – it’s an insanely hard problem. 

Moreover, it must be rapidly &amp; completely reusable (like an airplane). This is the only way to make life multiplanetary.

Efficiencies of scale is why Starship is so large.","There is a reason no fully reusable orbital rocket has been built – it's an insanely hard problem. Moreover, it must be rapidly & completely reusable (like an airplane). This is the only way to make life multiplanetary. Efficiencies of scale is why Starship is so large.",1,1,0,neutral,negative
1.16e+18,https://x.com/elonmusk/status/1157954787926773760,@banQuo__ Mad skillz,Mad skillz,2,2,0,positive,negative
1.21e+18,https://x.com/elonmusk/status/1211232157370404864,"@RationalEtienne @EvaFoxU @amargosavalley That might have something to do with it. “Stalin: Court of the Red Tsar” was one of the few books so dark I had to stop reading. If only they’d listened to Lenin’s last wish, much tragedy may have been averted.","That might have something to do with it. ""Stalin: Court of the Red Tsar"" was one of the few books so dark I had to stop reading. If only they'd listened to Lenin's last wish, much tragedy may have been averted.",1,0,1,negative,neutral
1.14e+18,https://x.com/elonmusk/status/1141198742919344130,"@cleantechnica @Tesla Sole meunière
https://t.co/EYi4gHmJ5X",Sole meunière,1,1,0,neutral,negative
1.53e+18,https://x.com/elonmusk/status/1529100718065569792,"Contrary to what many think, the richer someone is, the fewer kids they have.

I am a rare exception. Most people I know have zero or one kid.","Contrary to what many think, the richer someone is, the fewer kids they have. I am a rare exception. Most people I know have zero or one kid.",1,1,2,neutral,positive
1.74e+18,https://x.com/elonmusk/status/1744414136086200632,@teslaownersSV That was wild,That was wild,2,1,2,neutral,positive
1.25e+18,https://x.com/elonmusk/status/1247049621374930951,@archillect Like tears in rain,Like tears in rain,1,1,0,neutral,negative
1.75e+18,https://x.com/elonmusk/status/1748611806543724546,@WallStreetSilv Sick burn,Sick burn,2,2,0,positive,negative
1.66e+18,https://x.com/elonmusk/status/1658564606984441859,Tesla shareholder meeting underway,Tesla shareholder meeting underway,1,1,2,neutral,positive
1.46e+18,https://x.com/elonmusk/status/1457083243933601802,@Rainmaker1973 Tesla Autopilot spends a lot of effort on minimizing jerk,Tesla Autopilot spends a lot of effort on minimizing jerk,1,2,0,positive,negative
1.77e+18,https://x.com/elonmusk/status/1773934659287605651,@pmarca Expansion of consciousness in all its forms,Expansion of consciousness in all its forms,2,2,0,positive,negative
1.69e+18,https://x.com/elonmusk/status/1689188669251338240,@RichardDawkins Many parallels,Many parallels,1,1,2,neutral,positive
1.1e+18,https://x.com/elonmusk/status/1095945664876462080,"@TslaTimeCapsule @BMWi @Audi @Cadillac @WSJ @28delayslater Wow, 2013","Wow, 2013",2,1,2,neutral,positive
1.33e+18,https://x.com/elonmusk/status/1330204058817351684,@NASASpaceflight Largest cast titanium part in the world. No heat shielding needed.,Largest cast titanium part in the world. No heat shielding needed.,2,2,0,positive,negative
1.8e+18,https://x.com/elonmusk/status/1798734748707397991,"@Cmdr_Hadfield @SpaceX Thanks Chris!

A fully and immediately reusable orbital heat shield, which (as you know) has never been made before, is the single toughest problem remaining.

Being able to iterate with many ideas on many ships is key to solving this.","Thanks Chris! A fully and immediately reusable orbital heat shield, which (as you know) has never been made before, is the single toughest problem remaining. Being able to iterate with many ideas on many ships is key to solving this.",2,2,0,positive,negative
1.33e+18,https://x.com/elonmusk/status/1329448467161370638,@Suvitruf @archillect Haha sexy cropping champion of all time,Haha sexy cropping champion of all time,2,2,1,positive,neutral
1.67e+18,https://x.com/elonmusk/status/1671362974072688644,"@Kristennetten To the computer, everything is in slow motion","To the computer, everything is in slow motion",1,1,0,neutral,negative
1.66e+18,https://x.com/elonmusk/status/1657570459502649344,@KanekoaTheGreat Covid Cult Culture,Covid Cult Culture,0,0,2,negative,positive
1.48e+18,https://x.com/elonmusk/status/1482598301694238723,So informative https://t.co/rTktvhYukK,So informative,2,2,0,positive,negative
1.63e+18,https://x.com/elonmusk/status/1632186257659838467,@pmarca People who throw the disinformation word around constantly are almost certainly guilty of engaging in it,People who throw the disinformation word around constantly are almost certainly guilty of engaging in it,0,0,1,negative,neutral
1.43e+18,https://x.com/elonmusk/status/1429689615707824128,@lexfridman @karpathy My son asked if we would still speak English 7000 years from now. I said probably not. There was not even the faintest hint of English 7000 years ago.,My son asked if we would still speak English 7000 years from now. I said probably not. There was not even the faintest hint of English 7000 years ago.,1,1,0,neutral,negative
1.72e+18,https://x.com/elonmusk/status/1721620272845836458,"@zerohedge The other platforms engage in constant, usually subtle, censorship. 

Most of the time, you don’t even know it’s happening. 

This just happens to be something that caught people’s attention, so it is hard to hide.","The other platforms engage in constant, usually subtle, censorship. Most of the time, you don't even know it's happening. This just happens to be something that caught people's attention, so it is hard to hide.",0,0,1,negative,neutral
1.87e+18,https://x.com/elonmusk/status/1866397897098420716,@AutismCapital That’s fine,That's fine,1,1,2,neutral,positive
1.57e+18,https://x.com/elonmusk/status/1569759897176231937,@TaraBull808 Sounds pretty bad,Sounds pretty bad,0,0,2,negative,positive
1.83e+18,https://x.com/elonmusk/status/1831934583354609839,@lexfridman There is 0.0% chance of a Dem administration doing anything except increasing the size of government,There is 0.0% chance of a Dem administration doing anything except increasing the size of government,0,0,1,negative,neutral
1.42e+18,https://x.com/elonmusk/status/1415346183707545605,"@preachy_spice It was Richard’s rental house, which overall is great, but I agree regarding the cabinets haha. This was 3am, day of flight. Wasn’t expecting this brutal pic of me to be posted, but oh well.","It was Richard's rental house, which overall is great, but I agree regarding the cabinets haha. This was 3am, day of flight. Wasn't expecting this brutal pic of me to be posted, but oh well.",1,1,2,neutral,positive
1.77e+18,https://x.com/elonmusk/status/1770073471608852762,@RepThomasMassie Or a strong-willed President,Or a strong-willed President,1,1,2,neutral,positive
1.89e+18,https://x.com/elonmusk/status/1886637579577020896,Don’t mess with @DOGE https://t.co/wgdJBxNzyG,Don't mess with,1,1,0,neutral,negative
1.11e+18,https://x.com/elonmusk/status/1109901209446416385,"@andrewmackenzie Every car company is constantly changing prices, but nobody cares","Every car company is constantly changing prices, but nobody cares",1,0,1,negative,neutral
4.96e+17,https://x.com/DarbsenWtf/status/496010572333580288,"Netflix doet kut, dus dan maar teringherrie pompen. Iemand nog suggesties?","Netflix doet kut, dus dan maar teringherrie pompen. Iemand nog suggesties?",1,0,2,negative,positive
9.84e+17,https://x.com/elonmusk/status/983775391851528192,@volgaksoy @visageofscott Place your bets …,Place your bets …,1,1,2,neutral,positive
1.75e+18,https://x.com/elonmusk/status/1751731032636985493,@WholeMarsBlog Minecraft irl,Minecraft irl,1,1,0,neutral,negative
1.76e+18,https://x.com/elonmusk/status/1764055153995309256,"@RandPaul We at least need to know where exactly the money is going and what the exit strategy is.

Either way, government spending is out of control.","We at least need to know where exactly the money is going and what the exit strategy is. Either way, government spending is out of control.",0,0,1,negative,neutral
1.87e+18,https://x.com/elonmusk/status/1873936504520925233,@teslaownersSV It just literally is,It just literally is,1,1,0,neutral,negative
1.32e+18,https://x.com/elonmusk/status/1319059307804045316,"@WholeMarsBlog Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).","Not intentional! We just wanted to show that you could theoretically convert the entire US vehicle fleet to electric using only the lithium in Nevada, a single state. Tesla will do lithium mining only as needed. We also found a way to extract lithium using NaCl (table salt).",2,2,0,positive,negative
1.62e+18,https://x.com/elonmusk/status/1615192220419887105,@BillyM2k Should Twitter keep it active?,Should Twitter keep it active?,1,1,2,neutral,positive
1.74e+18,https://x.com/elonmusk/status/1739728474384871587,Or do both!,Or do both!,2,2,0,positive,negative
1.66e+18,https://x.com/elonmusk/status/1662764138043518977,@zerohedge For obvious &amp; sensible reasons,For obvious & sensible reasons,1,1,2,neutral,positive
1.62e+18,https://x.com/elonmusk/status/1615403742001762304,@ScottAdamsSays Would be great if someone could compile a game contest of who said the craziest stuff between 4chan and WEF! My money is on the latter.,Would be great if someone could compile a game contest of who said the craziest stuff between 4chan and WEF! My money is on the latter.,1,0,2,negative,positive
8.73e+17,https://x.com/elonmusk/status/873306583983247360,"@RITSPEX @ID_AA_Carmack @mmeijeri Slow at first, then very fast. Def not hover.","Slow at first, then very fast. Def not hover.",1,1,0,neutral,negative
7.17e+17,https://x.com/elonmusk/status/716750603813318656,@PeteEhmKay @gerardomarina what's the link to that?,what's the link to that?,1,1,2,neutral,positive
2.02e+17,https://x.com/elonmusk/status/201856175644491777,Must remember not to refer to Chimpanzees as deadly killing machines when taking little kids to see a movie about them,Must remember not to refer to Chimpanzees as deadly killing machines when taking little kids to see a movie about them,1,1,0,neutral,negative
1.2e+18,https://x.com/elonmusk/status/1197987290317914112,@reecethesaxman We threw same steel ball at same window several times right before event &amp; didn’t even scratch the glass!,We threw same steel ball at same window several times right before event & didn't even scratch the glass!,2,2,0,positive,negative
1.9e+18,https://x.com/elonmusk/status/1896625472957796612,Imagine if that were to happen … oh it already has,Imagine if that were to happen … oh it already has,0,0,1,negative,neutral
